Order ID,Product,Category,Sales,Quantity,Discount,Profit,Region,Segment,Order Date
ORD-1285,Chair,Furniture,304.25,9,0.27,53.66635219720272,Central,Corporate,2023-04-20
ORD-1286,Notebook,Office Supplies,335.87,2,0.26,48.69678830159664,South,Consumer,2022-09-28
ORD-1287,Notebook,Technology,95.93,9,0.42,13.65891598827064,South,Consumer,2023-02-25
ORD-1288,Notebook,Furniture,458.06,7,0.42,63.21379796384162,West,Home Office,2023-12-08
ORD-1289,Phone,Technology,215.2,8,0.42,31.297676653372353,South,Home Office,2023-01-02
ORD-1290,Desk,Furniture,197.74,2,0.01,35.139781475085506,West,Corporate,2022-10-07
ORD-1291,Chair,Furniture,264.27,7,0.37,14.16516576662253,Central,Corporate,2022-10-10
ORD-1292,Phone,Furniture,33.01,6,0.38,4.4573207704208455,Central,Consumer,2022-02-09
ORD-1293,Notebook,Office Supplies,91.48,4,0.34,12.384395406331453,East,Home Office,2022-07-08
ORD-1294,Chair,Office Supplies,371.64,7,0.38,54.277741046053656,Central,Corporate,2022-06-13
ORD-1295,Phone,Technology,50.57,4,0.42,2.712207959017925,West,Corporate,2023-06-20
ORD-1296,Desk,Furniture,305.54,2,0.24,22.92933728973153,South,Corporate,2023-06-20
ORD-1297,Phone,Furniture,130.22,7,0.25,26.623711374806426,East,Corporate,2022-01-04
ORD-1298,Desk,Office Supplies,200.75,8,0.06,44.8163901142245,West,Corporate,2022-10-17
ORD-1299,Notebook,Furniture,151.46,2,0.19,33.99008809695656,South,Corporate,2023-03-09
ORD-1300,Desk,Office Supplies,184.28,5,0.32,30.03425009529484,East,Consumer,2023-04-16
ORD-1301,Chair,Furniture,362.33,1,0.39,44.04707550796857,Central,Home Office,2022-06-30
ORD-1302,Notebook,Technology,155.59,7,0.11,29.56902904330213,West,Home Office,2022-09-05
ORD-1303,Chair,Furniture,287.54,8,0.07,72.81152355555768,South,Corporate,2023-09-20
ORD-1304,Binder,Furniture,243.26,6,0.33,31.733298959681253,East,Home Office,2022-10-06
ORD-1305,Printer,Office Supplies,335.2,5,0.0,69.75439297871885,East,Home Office,2023-08-04
ORD-1306,Desk,Furniture,469.05,6,0.09,38.039229328438715,Central,Home Office,2022-09-11
ORD-1307,Printer,Furniture,368.96,2,0.01,61.54086841007422,South,Corporate,2022-06-30
ORD-1308,Printer,Office Supplies,115.32,1,0.08,24.30615043873183,Central,Corporate,2023-11-12
ORD-1309,Desk,Technology,25.28,7,0.09,2.7084856465570812,Central,Home Office,2023-05-24
ORD-1310,Notebook,Technology,138.51,7,0.19,11.282535875251801,South,Home Office,2023-12-01
ORD-1311,Binder,Office Supplies,301.59,2,0.2,30.993005418480294,South,Corporate,2023-07-20
ORD-1312,Chair,Office Supplies,35.2,2,0.44,2.175715094748684,South,Consumer,2022-11-22
ORD-1313,Phone,Office Supplies,253.22,1,0.26,19.43687292081589,West,Home Office,2022-12-23
ORD-1314,Chair,Office Supplies,302.45,8,0.36,30.237781988072463,South,Consumer,2023-10-12
ORD-1315,Phone,Office Supplies,173.78,8,0.05,45.72354202388662,East,Home Office,2023-11-11
ORD-1316,Chair,Technology,387.75,1,0.11,61.00112911010371,Central,Consumer,2023-01-26
ORD-1317,Desk,Technology,62.23,8,0.35,3.9227963609473524,West,Consumer,2023-09-07
ORD-1318,Binder,Office Supplies,46.82,9,0.03,3.144694788400037,South,Consumer,2022-03-26
ORD-1319,Phone,Furniture,366.81,4,0.24,62.45661676362804,West,Corporate,2022-11-13
ORD-1320,Notebook,Office Supplies,252.79,1,0.3,25.781997440828032,South,Consumer,2022-07-31
ORD-1321,Chair,Furniture,347.32,1,0.3,62.10790676440471,West,Consumer,2023-05-30
ORD-1322,Chair,Office Supplies,223.07,3,0.01,47.4534391222724,Central,Consumer,2023-01-19
ORD-1323,Phone,Office Supplies,130.74,5,0.16,27.352207521193492,Central,Home Office,2023-11-22
ORD-1324,Notebook,Technology,411.36,5,0.32,33.00375287177942,East,Consumer,2022-12-08
ORD-1325,Notebook,Furniture,401.71,9,0.07,83.34415938747586,East,Home Office,2022-02-07
ORD-1326,Desk,Furniture,350.4,2,0.35,26.423689408460348,South,Consumer,2023-05-26
ORD-1327,Desk,Technology,143.35,2,0.37,25.71746097834889,Central,Consumer,2023-02-24
ORD-1328,Desk,Technology,299.21,6,0.49,31.907072469144115,West,Corporate,2022-06-18
ORD-1329,Desk,Technology,186.88,9,0.1,22.054672173772786,West,Home Office,2022-12-09
ORD-1330,Desk,Technology,54.88,1,0.41,3.800604622883489,West,Consumer,2022-11-02
ORD-1331,Desk,Furniture,459.48,9,0.26,33.23024525211297,East,Home Office,2023-06-26
ORD-1332,Binder,Furniture,77.04,9,0.19,13.956935743317493,West,Home Office,2023-12-03
ORD-1333,Notebook,Office Supplies,475.62,9,0.06,46.80013716570743,East,Corporate,2023-06-21
ORD-1334,Desk,Office Supplies,228.54,5,0.37,28.626980822223263,East,Corporate,2022-04-22
ORD-1335,Notebook,Technology,100.72,9,0.12,10.295568780622839,South,Corporate,2023-02-15
ORD-1336,Notebook,Technology,275.53,4,0.19,48.09340643020855,West,Corporate,2022-07-25
ORD-1337,Printer,Technology,437.74,2,0.03,107.7378313170489,West,Corporate,2022-07-04
ORD-1338,Binder,Office Supplies,368.79,6,0.4,54.1028894128975,Central,Corporate,2023-01-17
ORD-1339,Desk,Office Supplies,405.21,4,0.38,60.348718010001626,South,Corporate,2023-05-11
ORD-1340,Chair,Office Supplies,332.8,6,0.37,20.322857616765088,Central,Corporate,2023-01-14
ORD-1341,Phone,Office Supplies,349.22,3,0.15,21.400830627010894,South,Consumer,2022-02-16
ORD-1342,Chair,Office Supplies,426.11,6,0.09,87.14412190728788,West,Home Office,2023-07-05
ORD-1343,Binder,Office Supplies,132.34,2,0.32,12.786561946502555,East,Corporate,2023-06-12
ORD-1344,Phone,Office Supplies,249.82,2,0.25,29.61988767751579,East,Corporate,2023-05-19
ORD-1345,Binder,Technology,118.39,9,0.09,6.225706099296677,East,Home Office,2022-01-22
ORD-1346,Notebook,Technology,493.96,7,0.34,37.457043175844035,East,Consumer,2022-08-01
ORD-1347,Phone,Technology,472.59,3,0.5,13.80414146337912,East,Home Office,2022-11-06
ORD-1348,Notebook,Technology,29.32,1,0.37,4.983571979295301,Central,Home Office,2023-10-23
ORD-1349,Chair,Office Supplies,355.73,8,0.37,24.84239658410914,South,Corporate,2022-09-29
ORD-1350,Chair,Furniture,463.37,6,0.48,45.620552154455815,West,Home Office,2023-07-25
ORD-1351,Phone,Office Supplies,98.48,7,0.1,5.2953037872093285,Central,Home Office,2022-07-21
ORD-1352,Phone,Furniture,288.29,9,0.28,44.98261819911147,South,Corporate,2022-02-01
ORD-1353,Desk,Technology,458.59,5,0.49,30.581526587394666,East,Corporate,2023-03-19
ORD-1354,Binder,Office Supplies,26.63,1,0.08,6.724645228197008,South,Corporate,2022-06-11
ORD-1355,Desk,Technology,351.74,7,0.35,62.19438741354439,South,Corporate,2022-09-11
ORD-1356,Binder,Office Supplies,155.7,5,0.29,14.517325497009033,East,Home Office,2023-06-05
ORD-1357,Desk,Technology,462.95,3,0.29,90.46994778213262,East,Home Office,2023-10-13
ORD-1358,Notebook,Furniture,485.82,9,0.35,94.43156465261623,East,Consumer,2023-04-25
ORD-1359,Phone,Furniture,472.69,1,0.46,65.43500358709112,West,Consumer,2022-01-10
ORD-1360,Chair,Furniture,242.36,1,0.39,38.61834052589849,East,Home Office,2023-12-27
ORD-1361,Binder,Office Supplies,432.4,1,0.03,47.08170904219084,West,Consumer,2023-05-20
ORD-1362,Binder,Furniture,423.83,3,0.43,46.90954332337332,East,Home Office,2023-07-14
ORD-1363,Chair,Office Supplies,166.36,6,0.11,9.89250438109352,West,Consumer,2023-03-12
ORD-1364,Desk,Furniture,416.17,3,0.19,24.854039547832546,South,Corporate,2022-04-21
ORD-1365,Binder,Furniture,28.13,8,0.23,6.4920334664755694,Central,Consumer,2022-06-02
ORD-1366,Notebook,Office Supplies,302.17,2,0.24,30.235570579815224,South,Corporate,2023-09-27
ORD-1367,Phone,Office Supplies,122.7,9,0.22,22.686722371636726,South,Corporate,2022-04-12
ORD-1368,Chair,Furniture,69.08,3,0.47,9.214105896859753,East,Corporate,2022-07-10
ORD-1369,Phone,Office Supplies,47.71,5,0.35,8.202722167210172,West,Corporate,2023-12-30
ORD-1370,Binder,Furniture,351.18,8,0.32,71.49912793188719,Central,Consumer,2023-07-17
ORD-1371,Binder,Office Supplies,176.54,2,0.02,19.095738429275624,East,Home Office,2022-03-22
ORD-1372,Chair,Technology,365.14,6,0.45,12.067233876438229,East,Corporate,2023-05-04
ORD-1373,Notebook,Technology,42.02,5,0.45,3.5313117930932196,East,Consumer,2022-03-29
ORD-1374,Printer,Technology,164.49,9,0.39,8.279982830474932,South,Corporate,2022-07-13
ORD-1375,Chair,Technology,274.35,5,0.0,15.255635672902457,West,Consumer,2022-04-14
ORD-1376,Printer,Technology,397.45,2,0.03,54.01484829349053,West,Consumer,2022-04-06
ORD-1377,Desk,Furniture,166.19,5,0.11,36.37595983802806,Central,Consumer,2023-02-27
ORD-1378,Printer,Technology,316.69,4,0.07,56.41420992169573,West,Home Office,2022-07-17
ORD-1379,Notebook,Technology,444.13,7,0.2,45.54801766959892,West,Consumer,2022-01-01
ORD-1380,Desk,Technology,311.77,6,0.46,35.95835795208281,East,Consumer,2023-02-11
ORD-1381,Printer,Technology,124.15,2,0.24,10.190660846214382,East,Home Office,2023-01-13
ORD-1382,Desk,Office Supplies,21.96,5,0.01,1.1651845975463895,South,Home Office,2022-06-16
ORD-1383,Printer,Furniture,436.35,7,0.14,90.47105403688005,East,Consumer,2023-05-24
ORD-1384,Notebook,Technology,20.42,7,0.02,4.121104279266151,East,Home Office,2023-09-30
ORD-1385,Printer,Technology,438.6,5,0.02,103.40615312099968,East,Corporate,2022-11-09
ORD-1386,Printer,Technology,269.18,9,0.14,13.828227096376954,East,Corporate,2023-08-16
ORD-1387,Printer,Furniture,470.14,4,0.14,104.83215569308511,South,Home Office,2023-02-22
ORD-1388,Chair,Office Supplies,401.4,3,0.39,50.16606704592225,East,Home Office,2023-11-12
ORD-1389,Chair,Furniture,498.99,4,0.49,48.56814737164279,Central,Consumer,2023-04-22
ORD-1390,Chair,Office Supplies,181.85,5,0.19,30.36610309154959,Central,Home Office,2022-03-14
ORD-1391,Notebook,Technology,385.92,6,0.21,81.13025052970922,Central,Consumer,2022-05-21
ORD-1392,Desk,Technology,206.95,3,0.42,23.614193954693047,Central,Corporate,2023-08-05
ORD-1393,Binder,Furniture,245.14,2,0.13,41.63867330735895,East,Home Office,2022-09-19
ORD-1394,Printer,Furniture,317.48,4,0.08,86.94386832060505,Central,Consumer,2022-12-06
ORD-1395,Printer,Office Supplies,438.1,5,0.43,59.7279467824654,East,Consumer,2022-11-04
ORD-1396,Notebook,Office Supplies,492.2,4,0.02,77.45356770554696,South,Corporate,2022-09-02
ORD-1397,Printer,Furniture,386.45,3,0.31,60.489465939320034,Central,Home Office,2023-05-30
ORD-1398,Chair,Office Supplies,214.71,8,0.28,22.7724614238499,West,Corporate,2022-12-03
ORD-1399,Binder,Furniture,216.46,4,0.17,19.263134391404474,Central,Consumer,2023-07-29
ORD-1400,Phone,Office Supplies,371.42,2,0.16,62.15301206386684,Central,Consumer,2023-07-15
ORD-1401,Printer,Furniture,127.0,2,0.39,21.850066785221955,East,Home Office,2022-03-17
ORD-1402,Chair,Furniture,64.13,1,0.04,17.37881218046199,Central,Consumer,2022-06-24
ORD-1403,Phone,Furniture,183.76,4,0.12,21.907713059026275,West,Home Office,2022-04-19
ORD-1404,Binder,Office Supplies,150.75,9,0.37,17.277337040184978,East,Corporate,2022-07-02
ORD-1405,Phone,Office Supplies,155.19,7,0.27,11.658423955577858,East,Home Office,2022-07-11
ORD-1406,Chair,Office Supplies,124.47,7,0.06,34.97274798684161,South,Home Office,2022-03-06
ORD-1407,Desk,Furniture,30.63,7,0.44,5.064869812519283,South,Consumer,2023-04-19
ORD-1408,Desk,Office Supplies,18.76,8,0.2,3.1873575042623434,Central,Consumer,2022-04-10
ORD-1409,Phone,Office Supplies,493.98,1,0.41,73.18366743692306,South,Home Office,2023-06-28
ORD-1410,Notebook,Furniture,219.61,8,0.39,30.647184828975785,South,Consumer,2022-05-08
ORD-1411,Phone,Technology,198.32,4,0.31,27.134101304984007,South,Consumer,2023-03-28
ORD-1412,Printer,Furniture,343.03,4,0.25,16.294868138831546,East,Consumer,2023-01-04
ORD-1413,Printer,Office Supplies,116.94,4,0.49,9.762438132808793,East,Home Office,2022-02-12
ORD-1414,Desk,Furniture,475.48,6,0.07,96.70683839693528,East,Consumer,2023-02-23
ORD-1415,Notebook,Technology,395.31,7,0.36,55.5035235654975,South,Home Office,2023-05-03
ORD-1416,Chair,Furniture,53.81,6,0.1,6.938938821894405,East,Consumer,2022-03-19
ORD-1417,Printer,Office Supplies,214.61,1,0.17,50.841342330761094,South,Corporate,2022-09-27
ORD-1418,Desk,Technology,440.77,8,0.15,34.40799130853877,East,Consumer,2023-11-05
ORD-1419,Binder,Office Supplies,472.92,7,0.47,43.885853582814846,East,Consumer,2023-12-02
ORD-1420,Desk,Technology,239.03,6,0.48,27.683239598942613,West,Home Office,2023-12-29
ORD-1421,Printer,Technology,310.57,6,0.09,63.38683879614887,Central,Home Office,2022-11-11
ORD-1422,Printer,Furniture,91.85,5,0.01,19.292003324355885,South,Consumer,2022-06-17
ORD-1423,Desk,Furniture,495.67,6,0.36,37.69377740186937,West,Corporate,2022-12-05
ORD-1424,Chair,Office Supplies,123.52,9,0.21,8.68973048442388,East,Consumer,2022-07-12
ORD-1425,Phone,Furniture,471.94,9,0.04,94.6832826822235,South,Consumer,2023-03-29
ORD-1426,Printer,Furniture,328.33,8,0.34,43.30175252569016,East,Corporate,2022-10-10
ORD-1427,Desk,Technology,307.79,9,0.27,21.3090625192639,Central,Home Office,2022-12-02
ORD-1428,Desk,Furniture,261.22,8,0.49,30.146157069757678,West,Consumer,2023-01-25
ORD-1429,Notebook,Technology,123.03,8,0.11,17.934792756815668,Central,Home Office,2023-06-09
ORD-1430,Phone,Technology,96.5,1,0.2,16.747779417940855,West,Home Office,2022-08-28
ORD-1431,Binder,Technology,118.04,5,0.27,22.34727284253252,East,Corporate,2023-04-28
ORD-1432,Chair,Office Supplies,101.35,4,0.4,5.620796435440674,Central,Corporate,2023-10-21
ORD-1433,Binder,Office Supplies,392.0,2,0.27,15.677623856493694,Central,Home Office,2023-12-17
ORD-1434,Phone,Office Supplies,181.56,8,0.31,30.664611813588284,East,Consumer,2023-08-15
ORD-1435,Phone,Technology,38.34,3,0.11,6.9072453398781635,Central,Home Office,2023-07-09
ORD-1436,Phone,Office Supplies,484.86,4,0.42,63.24889005041239,South,Consumer,2023-04-03
ORD-1437,Binder,Office Supplies,443.06,7,0.21,90.84307628564743,West,Consumer,2022-03-30
ORD-1438,Phone,Furniture,464.6,9,0.07,108.32313577427512,West,Corporate,2023-10-22
ORD-1439,Desk,Office Supplies,497.5,2,0.33,96.74092699376261,West,Consumer,2022-04-05
ORD-1440,Binder,Office Supplies,95.21,3,0.11,15.590214295796011,South,Consumer,2023-03-28
ORD-1441,Phone,Technology,204.16,4,0.05,33.383776236413496,West,Home Office,2023-03-04
ORD-1442,Desk,Technology,381.54,1,0.43,32.724276020099055,East,Corporate,2022-05-31
ORD-1443,Notebook,Technology,351.05,7,0.23,23.90142381366317,Central,Consumer,2023-05-29
ORD-1444,Phone,Technology,85.41,2,0.37,10.39317044227143,South,Consumer,2023-01-11
ORD-1445,Binder,Technology,409.76,5,0.15,41.53538854316027,West,Corporate,2022-01-22
ORD-1446,Printer,Technology,119.98,1,0.39,20.5165074855852,East,Home Office,2022-11-09
ORD-1447,Phone,Office Supplies,119.67,3,0.06,22.025244233742463,Central,Corporate,2023-06-03
ORD-1448,Printer,Technology,273.12,2,0.18,44.39080457057689,Central,Corporate,2022-07-25
ORD-1449,Desk,Technology,300.54,1,0.49,21.264074841447016,South,Consumer,2023-01-10
ORD-1450,Notebook,Furniture,294.24,7,0.4,11.121802038888099,South,Consumer,2023-03-27
ORD-1451,Chair,Office Supplies,54.83,5,0.25,2.382470747887681,South,Home Office,2023-09-18
ORD-1452,Notebook,Office Supplies,439.96,1,0.17,56.90532497949046,East,Consumer,2023-08-18
ORD-1453,Phone,Office Supplies,140.14,6,0.44,5.583058892116568,East,Consumer,2022-06-28
ORD-1454,Printer,Technology,73.46,5,0.27,10.816953367101098,South,Corporate,2022-07-29
ORD-1455,Printer,Technology,445.49,3,0.38,74.6422129637737,West,Consumer,2023-05-15
ORD-1456,Binder,Technology,478.27,7,0.38,80.27847874094343,Central,Home Office,2023-04-09
ORD-1457,Printer,Furniture,432.44,9,0.01,91.9426852965017,Central,Corporate,2022-05-04
ORD-1458,Binder,Technology,406.66,9,0.06,39.2994110978938,East,Home Office,2022-04-23
ORD-1459,Desk,Furniture,331.07,9,0.33,58.94766546046194,Central,Corporate,2022-01-12
ORD-1460,Chair,Office Supplies,279.92,2,0.08,69.92443311496085,West,Consumer,2022-05-06
ORD-1461,Phone,Technology,52.62,3,0.13,4.5396407817488695,Central,Corporate,2023-07-19
ORD-1462,Binder,Furniture,210.14,7,0.47,26.101270090460144,East,Corporate,2022-11-27
ORD-1463,Chair,Furniture,192.62,5,0.28,16.868411192581636,East,Consumer,2022-10-10
ORD-1464,Printer,Technology,137.28,2,0.38,21.33458162237058,West,Consumer,2022-05-20
ORD-1465,Printer,Office Supplies,364.48,3,0.28,78.54646855623572,West,Home Office,2023-02-05
ORD-1466,Chair,Office Supplies,252.98,6,0.28,10.474556189081362,Central,Home Office,2022-04-07
ORD-1467,Printer,Office Supplies,49.71,7,0.05,12.955638582260967,Central,Consumer,2023-06-01
ORD-1468,Desk,Furniture,117.89,9,0.17,20.123332073233755,East,Consumer,2023-07-23
ORD-1469,Desk,Furniture,344.8,1,0.14,86.98520032392652,West,Consumer,2022-03-10
ORD-1470,Chair,Furniture,47.3,7,0.2,6.2909900358000055,West,Corporate,2022-04-28
ORD-1471,Binder,Furniture,427.09,8,0.4,67.09933669015919,West,Corporate,2022-02-28
ORD-1472,Binder,Office Supplies,252.62,3,0.19,13.422912895882602,Central,Corporate,2022-02-02
ORD-1473,Chair,Technology,245.49,4,0.23,25.295588395716265,West,Consumer,2022-11-14
ORD-1474,Binder,Furniture,300.28,6,0.2,16.035945191186666,East,Home Office,2022-02-19
ORD-1475,Binder,Furniture,414.09,7,0.05,115.59073655880772,East,Consumer,2023-05-04
ORD-1476,Desk,Office Supplies,180.43,4,0.22,35.78105740736621,Central,Corporate,2022-01-19
ORD-1477,Binder,Technology,342.23,8,0.1,81.0479933939269,South,Corporate,2023-12-27
ORD-1478,Notebook,Technology,287.21,5,0.09,74.35496116232927,Central,Consumer,2022-07-16
ORD-1479,Phone,Office Supplies,140.84,1,0.05,9.53656905896376,South,Consumer,2023-03-26
ORD-1480,Printer,Office Supplies,440.53,4,0.18,52.88452802312925,West,Corporate,2023-07-13
ORD-1481,Notebook,Technology,400.74,3,0.38,16.83525082250148,Central,Corporate,2023-11-10
ORD-1482,Binder,Furniture,332.64,9,0.14,29.378936719414327,East,Corporate,2023-03-28
ORD-1483,Desk,Technology,426.79,8,0.16,38.48229419620072,West,Consumer,2022-10-16
ORD-1484,Chair,Office Supplies,434.97,1,0.32,49.4770658101921,East,Corporate,2022-05-21
ORD-1485,Binder,Furniture,357.1,6,0.1,37.64779874948155,West,Corporate,2022-03-25
ORD-1486,Desk,Furniture,420.14,9,0.45,17.387279497281945,Central,Home Office,2023-11-25
ORD-1487,Phone,Office Supplies,351.76,7,0.26,23.914703117452515,South,Consumer,2023-01-26
ORD-1488,Binder,Office Supplies,343.27,4,0.22,23.24581012660262,West,Home Office,2023-08-14
ORD-1489,Chair,Office Supplies,313.12,1,0.28,66.11648525321378,South,Home Office,2022-08-03
ORD-1490,Desk,Technology,378.83,2,0.08,83.58401949106283,West,Corporate,2023-06-10
ORD-1491,Desk,Technology,87.72,5,0.31,17.67021616401943,East,Consumer,2022-08-03
ORD-1492,Desk,Furniture,441.63,5,0.18,57.91836116657998,East,Corporate,2023-02-07
ORD-1493,Phone,Office Supplies,437.2,8,0.45,28.757121275150602,West,Consumer,2022-05-08
ORD-1494,Binder,Furniture,24.33,6,0.08,5.586348902262887,South,Home Office,2023-04-22
ORD-1495,Phone,Furniture,414.65,8,0.25,40.914597584205275,Central,Consumer,2023-02-08
ORD-1496,Printer,Furniture,73.15,2,0.3,6.39273141264559,Central,Corporate,2022-01-29
ORD-1497,Printer,Furniture,174.21,3,0.02,18.459982881118936,East,Corporate,2022-12-04
ORD-1498,Binder,Office Supplies,374.32,6,0.18,25.298114201423637,Central,Corporate,2023-12-15
ORD-1499,Phone,Furniture,88.77,3,0.37,6.381935583417185,East,Consumer,2022-12-27
